"","dtpv","date","time","district","kts","kuch","fatal","injury","driving_mode","latitude","longitude","road_cat","road_cond","weather_cond"
"823","collision",2019-03-02,2020-06-01 12:20:00,"kalin",2,2,0,1,"part_closed",30.383409,60.025418,"local","unknown","clouds"
"824","pedestrian_hit",2019-03-02,2020-06-01 14:20:00,"krasnosel",1,2,0,1,"part_closed",30.165796,59.828831,"local","dry","clear"
"825","collision",2019-03-02,2020-06-01 15:35:00,"kirov",2,3,0,1,"part_closed",30.256637,59.860339,"local","dry","clear"
"826","collision",2019-03-02,2020-06-01 18:13:00,"mosk",3,2,0,1,"part_closed",30.29171,59.859008,"private","wet","clouds"
"827","collision",2019-03-02,2020-06-01 19:30:00,"krasnosel",5,5,0,2,"part_closed",30.185108,59.810045,"federal","wet","snow"
"828","obstacle_hit",2019-03-02,2020-06-01 20:37:00,"krasnosel",1,1,0,1,"part_closed",30.075395,59.816303,"federal","wet","snow"
"829","collision",2019-03-02,2020-06-01 21:05:00,"kirov",3,4,0,2,"part_closed",30.247689,59.830761,"local","snow","snow"
"830","collision",2019-03-02,2020-06-01 21:40:00,"krasnogvard",2,2,0,1,"part_closed",30.505418,59.944942,"local","snow","clouds"
"831","hit_run",2019-03-02,2020-06-01 22:20:00,"primorsk",3,3,0,1,"part_closed",30.254095,60.03484,"not_specified","snow","snow"
"832","obstacle_hit",2019-03-02,2020-06-01 23:55:00,"kirov",1,1,0,1,"open",30.280337,59.849584,"local","snow","clouds"
"833","obstacle_hit",2019-03-03,2020-06-01 01:50:00,"frunz",1,2,0,1,"part_closed",30.364441,59.854094,"local","snow","snow"
"834","obstacle_hit",2019-03-03,2020-06-01 08:10:00,"mosk",1,1,0,1,"part_closed",30.325559,59.783349,"local","wet","clouds"
"835","collision",2019-03-03,2020-06-01 08:30:00,"center",3,4,0,1,"part_closed",30.352929,59.93199,"local","sleet","clear"
"836","pedestrian_hit",2019-03-03,2020-06-01 11:35:00,"kalin",1,2,0,1,"part_closed",30.405618,60.01107,"local","unknown","unknown"
"837","pedestrian_hit",2019-03-03,2020-06-01 13:30:00,"kalin",1,2,0,1,"open",30.406669,60.038333,"local","dry","clear"
"838","hit_run",2019-03-03,2020-06-01 13:30:00,"nevski",2,3,0,1,"part_closed",30.491427,59.896165,"local","unknown","unknown"
"839","pedestrian_hit",2019-03-03,2020-06-01 14:45:00,"petrodvorts",1,2,0,1,"part_closed",30.034293,59.853006,"local","snow","snow"
"840","obstacle_hit",2019-03-03,2020-06-01 15:30:00,"mosk",1,2,0,1,"part_closed",30.298469,59.851998,"local","snow","clear"
"841","passenger_fall",2019-03-03,2020-06-01 15:40:00,"nevski",1,2,0,1,"open",30.473682,59.916155,"local","dry","clouds"
"842","collision",2019-03-03,2020-06-01 17:38:00,"krasnosel",2,6,0,5,"part_closed",30.134254,59.780898,"local","wet","clouds"
"843","pedestrian_hit",2019-03-03,2020-06-01 18:50:00,"center",1,2,0,1,"open",30.3478,59.9314,"local","unknown","clouds"
"844","collision",2019-03-03,2020-06-01 21:50:00,"primorsk",2,2,0,1,"open",30.3086,59.9883,"local","snow","clouds"
"845","passenger_fall",2019-03-04,2020-06-01 07:30:00,"vyborg",2,3,0,1,"part_closed",30.349978,59.9674,"local","unknown","unknown"
"846","collision",2019-03-04,2020-06-01 08:20:00,"vyborg",2,3,0,2,"open",30.337318,60.016443,"local","unknown","unknown"
"847","collision",2019-03-04,2020-06-01 08:45:00,"kirov",2,2,0,1,"part_closed",30.255661,59.859875,"local","wet","clear"
"848","collision",2019-03-04,2020-06-01 08:55:00,"primorsk",2,3,0,1,"part_closed",30.256391,60.002248,"local","snow","clear"
"849","pedestrian_hit",2019-03-04,2020-06-01 10:40:00,"kalin",1,2,0,1,"part_closed",30.39608,60.013617,"not_specified","snow","clear"
"850","collision",2019-03-04,2020-06-01 11:03:00,"kolpino",2,3,0,1,"part_closed",30.552442,59.753806,"local","snow","clouds"
"851","passenger_fall",2019-03-04,2020-06-01 12:30:00,"vasil",1,2,0,1,"open",30.223035,59.948349,"local","wet","clear"
"852","collision",2019-03-04,2020-06-01 13:10:00,"mosk",2,2,0,1,"part_closed",30.323156,59.822813,"local","wet","clear"
"853","collision",2019-03-04,2020-06-01 13:40:00,"krasnosel",2,2,0,1,"part_closed",30.189035,59.810617,"federal","dry","clear"
"854","pedestrian_hit",2019-03-04,2020-06-01 16:20:00,"kalin",1,2,0,1,"part_closed",30.373313,59.965618,"local","snow","clear"
"855","collision",2019-03-04,2020-06-01 17:52:00,"primorsk",2,2,0,1,"part_closed",30.14612,59.992612,"local","wet","clouds"
"856","collision",2019-03-04,2020-06-01 18:20:00,"petrograd",3,4,0,3,"part_closed",30.318704,59.958324,"local","sleet","clouds"
"857","pedestrian_hit",2019-03-04,2020-06-01 18:25:00,"petrograd",1,2,0,1,"part_closed",30.331364,59.956751,"local","snow","clouds"
"858","pedestrian_hit",2019-03-04,2020-06-01 20:55:00,"nevski",1,2,0,1,"open",30.464337,59.930673,"local","wet","clouds"
"859","collision",2019-03-04,2020-06-01 21:45:00,"center",2,2,0,1,"part_closed",30.363625,59.941605,"local","snow","clouds"
"860","collision",2019-03-05,2020-06-01 01:19:00,"vyborg",2,4,0,3,"part_closed",30.327737,60.003052,"local","unknown","unknown"
"861","pedestrian_hit",2019-03-05,2020-06-01 06:40:00,"vyborg",1,2,0,1,"part_closed",30.343026,60.079785,"local","snow","snow"
"862","collision",2019-03-05,2020-06-01 07:05:00,"krasnosel",2,3,0,1,"part_closed",30.124683,59.848857,"local","snow","clouds"
"863","pedestrian_hit",2019-03-05,2020-06-01 08:14:00,"frunz",1,2,0,1,"open",30.41271,59.869204,"not_specified","snow","snow"
"864","pedestrian_hit",2019-03-05,2020-06-01 09:35:00,"primorsk",1,2,0,1,"open",30.214956,60.000638,"local","snow","snow"
"865","pedestrian_hit",2019-03-05,2020-06-01 09:54:00,"mosk",1,2,0,1,"part_closed",30.320807,59.871649,"local","unknown","clouds"
"866","collision",2019-03-05,2020-06-01 10:10:00,"mosk",2,2,0,1,"open",30.271261,59.834692,"federal","wet","clouds"
"867","pedestrian_hit",2019-03-05,2020-06-01 13:15:00,"vyborg",1,2,0,1,"part_closed",30.337769,59.96856,"local","unknown","snow"
"868","hit_run",2019-03-05,2020-06-01 14:09:00,"primorsk",2,3,0,1,"part_closed",30.277172,60.014711,"local","snow","clouds"
"869","pedestrian_hit",2019-03-05,2020-06-01 14:30:00,"vasil",1,2,0,1,"open",30.256927,59.946871,"local","snow","snow"
"870","hit_run",2019-03-05,2020-06-01 14:35:00,"primorsk",3,3,0,1,"part_closed",30.256863,60.019151,"local","snow","snow"
"871","collision",2019-03-05,2020-06-01 16:06:00,"petrodvorts",3,3,0,1,"closed",29.873414,59.892274,"local","snow","snow"
"872","collision",2019-03-05,2020-06-01 18:20:00,"kurort",2,4,1,3,"part_closed",29.893627,60.167646,"regional","snow","clouds"
"873","collision",2019-03-06,2020-06-01 09:00:00,"krasnosel",2,3,0,1,"open",30.19897,59.852295,"local","unknown","unknown"
"874","collision",2019-03-06,2020-06-01 09:50:00,"vasil",2,2,0,1,"open",30.231414,59.948327,"local","wet","clear"
"875","pedestrian_hit",2019-03-06,2020-06-01 10:00:00,"vasil",1,2,0,1,"open",30.273814,59.94175,"local","dirty","clouds"
"876","pedestrian_hit",2019-03-06,2020-06-01 10:15:00,"nevski",1,2,0,1,"open",30.401391,59.902041,"local","wet","clouds"
"877","passenger_fall",2019-03-06,2020-06-01 11:15:00,"primorsk",1,2,0,1,"open",30.306816,59.990649,"local","wet","clear"
"878","pedestrian_hit",2019-03-06,2020-06-01 12:30:00,"center",1,2,0,1,"part_closed",30.352403,59.921791,"local","snow","clear"
"879","pedestrian_hit",2019-03-06,2020-06-01 13:20:00,"nevski",1,2,0,1,"part_closed",30.426196,59.901406,"local","unknown","clear"
"880","collision",2019-03-06,2020-06-01 13:50:00,"center",2,3,0,1,"part_closed",30.348938,59.949112,"local","snow","clear"
"881","pedestrian_hit",2019-03-06,2020-06-01 17:27:00,"mosk",1,2,0,1,"part_closed",30.330076,59.846906,"local","wet","clear"
"882","collision",2019-03-06,2020-06-01 18:55:00,"kurort",2,3,0,1,"part_closed",29.679737,60.19246,"local","wet","clear"
"883","pedestrian_hit",2019-03-06,2020-06-01 19:04:00,"mosk",1,2,0,1,"part_closed",30.337586,59.862122,"local","snow","clouds"
"884","pedestrian_hit",2019-03-06,2020-06-01 20:40:00,"nevski",1,2,0,1,"open",30.505739,59.836897,"local","wet","clouds"
"885","pedestrian_hit",2019-03-06,2020-06-01 21:10:00,"nevski",1,2,0,1,"open",30.502038,59.831856,"local","wet","clouds"
"886","collision",2019-03-06,2020-06-01 21:35:00,"mosk",2,3,0,1,"part_closed",30.331299,59.876,"local","snow","clouds"
"887","pedestrian_hit",2019-03-06,2020-06-01 21:50:00,"vyborg",1,2,0,1,"part_closed",30.365567,60.036313,"local","unknown","unknown"
"888","pedestrian_hit",2019-03-06,2020-06-01 22:44:00,"admiral",1,2,0,1,"part_closed",30.300261,59.906829,"local","snow","clouds"
"889","collision",2019-03-06,2020-06-01 23:00:00,"mosk",3,3,0,1,"part_closed",30.349045,59.877998,"local","dry","clouds"
"890","obstacle_hit",2019-03-06,2020-06-01 23:20:00,"mosk",1,2,0,2,"part_closed",30.308383,59.81777,"federal","wet","clouds"
"891","collision",2019-03-07,2020-06-01 05:50:00,"center",2,3,0,1,"part_closed",30.345064,59.916403,"local","unknown","clear"
"892","hit_run",2019-03-07,2020-06-01 08:50:00,"krasnogvard",3,3,0,1,"part_closed",30.448136,59.952904,"local","unknown","unknown"
"893","collision",2019-03-07,2020-06-01 09:00:00,"krasnogvard",2,2,0,1,"part_closed",30.415049,59.938219,"local","unknown","unknown"
"894","pedestrian_hit",2019-03-07,2020-06-01 12:40:00,"center",2,2,0,1,"closed",30.343026,59.943835,"local","unknown","unknown"
"895","pedestrian_hit",2019-03-07,2020-06-01 13:35:00,"pushkin",1,2,0,1,"open",30.406584,59.737968,"local","dry","clear"
"896","obstacle_hit",2019-03-07,2020-06-01 14:16:00,"krasnogvard",3,2,0,1,"part_closed",30.51193,59.977972,"not_specified","snow","clouds"
"897","pedestrian_hit",2019-03-07,2020-06-01 15:00:00,"frunz",1,2,0,1,"open",30.398816,59.850032,"not_specified","snow","clouds"
"898","passenger_fall",2019-03-07,2020-06-01 17:27:00,"kolpino",1,2,0,1,"open",30.611386,59.752709,"local","wet","clouds"
"899","pedestrian_hit",2019-03-07,2020-06-01 19:00:00,"vyborg",1,2,0,1,"part_closed",30.340666,60.049969,"local","snow","unknown"
"900","collision",2019-03-07,2020-06-01 19:30:00,"kolpino",2,2,0,1,"open",30.57832,59.733031,"local","unknown","clouds"
"901","pedestrian_hit",2019-03-07,2020-06-01 19:45:00,"krasnosel",1,2,0,1,"part_closed",30.148673,59.790562,"local","snow","snow"
"902","pedestrian_hit",2019-03-07,2020-06-01 20:03:00,"pushkin",2,3,0,1,"open",30.360407,59.703612,"local","snow","snow"
"903","obstacle_hit",2019-03-07,2020-06-01 20:50:00,"kurort",1,2,0,1,"open",30.067863,60.125605,"private","wet","clouds"
"904","pedestrian_hit",2019-03-07,2020-06-01 21:00:00,"admiral",1,2,0,1,"open",30.276132,59.902622,"local","dry","clouds"
"905","obstacle_hit",2019-03-08,2020-06-01 01:20:00,"kalin",1,2,0,1,"part_closed",30.38048,59.963749,"local","dirty","clouds"
"906","obstacle_hit",2019-03-08,2020-06-01 05:40:00,"petrograd",1,2,0,1,"open",30.26566,59.957417,"local","wet","clouds"
"907","hit_run",2019-03-08,2020-06-01 06:45:00,"vyborg",3,3,0,1,"part_closed",30.328242,60.043552,"local","unknown","unknown"
"908","pedestrian_hit",2019-03-08,2020-06-01 08:40:00,"nevski",1,2,0,1,"part_closed",30.485902,59.884383,"local","unknown","unknown"
"909","obstacle_hit",2019-03-08,2020-06-01 08:45:00,"center",1,2,0,2,"part_closed",30.356008,59.923512,"local","snow","clear"
"910","obstacle_hit",2019-03-08,2020-06-01 11:17:00,"kirov",1,1,0,1,"open",30.286045,59.881115,"private","wet","clear"
"911","pedestrian_hit",2019-03-08,2020-06-01 15:00:00,"mosk",1,2,0,1,"open",30.322748,59.846739,"not_specified","snow","clouds"
"912","collision",2019-03-08,2020-06-01 15:30:00,"primorsk",2,3,0,1,"open",30.2967,59.9839,"local","dirty","clouds"
"913","pedestrian_hit",2019-03-08,2020-06-01 16:30:00,"admiral",1,2,0,1,"open",30.315753,59.926001,"local","wet","clouds"
"914","hit_run",2019-03-08,2020-06-01 16:35:00,"krasnogvard",3,7,0,4,"part_closed",30.419705,59.943362,"local","unknown","unknown"
"915","obstacle_hit",2019-03-08,2020-06-01 16:54:00,"kirov",1,2,0,1,"open",30.223625,59.899754,"private","wet","clouds"
"916","collision",2019-03-08,2020-06-01 17:20:00,"kronshtadt",2,2,0,2,"open",29.760622,59.998959,"local","wet","clouds"
"917","collision",2019-03-08,2020-06-01 18:00:00,"vyborg",2,3,0,1,"part_closed",30.340022,59.957546,"local","unknown","unknown"
"918","pedestrian_hit",2019-03-08,2020-06-01 21:00:00,"frunz",1,2,0,1,"part_closed",30.398376,59.850527,"not_specified","wet","clouds"
"919","collision",2019-03-08,2020-06-01 23:15:00,"kalin",4,4,0,1,"part_closed",30.391746,60.030954,"local","snow","clouds"
"920","collision",2019-03-09,2020-06-01 00:25:00,"nevski",2,3,0,2,"open",30.472405,59.925711,"local","unknown","rain"
"921","collision",2019-03-09,2020-06-01 00:50:00,"krasnosel",2,3,0,2,"part_closed",30.193477,59.853782,"local","wet","rain"
"922","collision",2019-03-09,2020-06-01 00:50:00,"pushkin",2,2,0,1,"open",30.421615,59.661043,"local","wet","rain"
"923","collision",2019-03-09,2020-06-01 04:00:00,"vyborg",2,2,0,1,"part_closed",30.325366,59.978235,"local","snow","snow"
"924","collision",2019-03-09,2020-06-01 09:30:00,"pushkin",2,2,0,1,"open",30.392904,59.749661,"local","dry","clear"
"925","obstacle_hit",2019-03-09,2020-06-01 10:25:00,"kurort",1,2,0,2,"part_closed",29.96462,60.075894,"federal","snow","clouds"
"926","obstacle_hit",2019-03-09,2020-06-01 10:40:00,"vyborg",1,1,0,1,"part_closed",30.346051,59.95414,"local","sleet","snow"
"927","collision",2019-03-09,2020-06-01 10:50:00,"petrograd",2,3,0,1,"part_closed",30.231392,59.971068,"local","snow","snow"
"928","obstacle_hit",2019-03-09,2020-06-01 11:00:00,"kirov",1,2,0,1,"open",30.280992,59.851718,"local","wet","clouds"
"929","collision",2019-03-09,2020-06-01 11:00:00,"pushkin",4,3,0,1,"part_closed",30.405436,59.818762,"federal","snow","snow"
"930","pedestrian_hit",2019-03-09,2020-06-01 11:40:00,"center",1,2,0,1,"part_closed",30.378163,59.948773,"local","unknown","snow"
"931","collision",2019-03-09,2020-06-01 11:41:00,"primorsk",4,5,0,1,"part_closed",29.975145,60.042775,"local","snow","snow"
"932","collision",2019-03-09,2020-06-01 11:45:00,"vyborg",4,4,0,1,"part_closed",30.367928,60.046221,"local","unknown","unknown"
"933","obstacle_hit",2019-03-09,2020-06-01 12:00:00,"vasil",1,3,0,3,"open",30.265038,59.955639,"local","snow","clouds"
"934","collision",2019-03-09,2020-06-01 13:46:00,"vyborg",3,4,0,1,"part_closed",30.240769,60.112659,"local","snow","unknown"
"935","pedestrian_hit",2019-03-09,2020-06-01 14:00:00,"mosk",1,2,0,1,"part_closed",30.301945,59.872037,"not_specified","sleet","clear"
"936","collision",2019-03-09,2020-06-01 14:50:00,"kirov",2,3,0,1,"open",30.261626,59.880313,"local","wet","clear"
"937","pedestrian_hit",2019-03-09,2020-06-01 14:52:00,"primorsk",1,2,0,1,"open",30.300014,60.000681,"local","wet","clear"
"938","pedestrian_hit",2019-03-09,2020-06-01 15:20:00,"mosk",1,2,0,1,"part_closed",30.349646,59.831797,"not_specified","sleet","clear"
"939","collision",2019-03-09,2020-06-01 18:00:00,"nevski",2,2,0,1,"part_closed",30.462127,59.893953,"local","wet","clouds"
"940","collision",2019-03-09,2020-06-01 19:15:00,"kirov",2,2,0,2,"part_closed",30.287054,59.861443,"local","wet","clouds"
"941","obstacle_hit",2019-03-09,2020-06-01 21:05:00,"vyborg",1,2,0,1,"part_closed",30.347961,60.000579,"local","unknown","unknown"
"942","other",2019-03-09,2020-06-01 21:30:00,"mosk",1,2,0,1,"open",30.294285,59.860333,"local","dry","clouds"
"943","collision",2019-03-10,2020-06-01 03:45:00,"kalin",2,3,0,1,"part_closed",30.393655,59.967186,"local","unknown","unknown"
"944","collision",2019-03-10,2020-06-01 04:45:00,"primorsk",2,2,0,2,"open",30.11698,59.995853,"local","dirty","clouds"
"945","collision",2019-03-10,2020-06-01 05:26:00,"petrograd",2,4,0,4,"part_closed",30.320624,59.95638,"local","unknown","clouds"
"946","pedestrian_hit",2019-03-10,2020-06-01 14:45:00,"petrograd",1,2,0,1,"part_closed",30.308619,59.949971,"local","wet","clouds"
"947","collision",2019-03-10,2020-06-01 15:15:00,"pushkin",2,3,0,2,"part_closed",30.445476,59.82216,"local","wet","clouds"
"948","collision",2019-03-10,2020-06-01 15:55:00,"krasnosel",2,3,0,1,"part_closed",30.214462,59.848857,"local","wet","clouds"
"949","collision",2019-03-10,2020-06-01 17:00:00,"kalin",2,2,0,1,"part_closed",30.432462,60.03306,"local","wet","clouds"
"950","pedestrian_hit",2019-03-10,2020-06-01 19:20:00,"krasnogvard",1,2,0,1,"part_closed",30.465217,59.946232,"not_specified","wet","clouds"
"951","pedestrian_hit",2019-03-10,2020-06-01 19:33:00,"center",1,2,0,1,"open",30.38475,59.924221,"not_specified","wet","clouds"
"952","pedestrian_hit",2019-03-10,2020-06-01 20:10:00,"mosk",1,2,0,1,"part_closed",30.348498,59.870373,"not_specified","wet","rain"
"953","pedestrian_hit",2019-03-10,2020-06-01 20:15:00,"kurort",1,2,0,1,"part_closed",29.976465,60.050098,"local","wet","clouds"
"954","pedestrian_hit",2019-03-10,2020-06-01 21:30:00,"kurort",1,2,0,1,"open",29.986528,60.048062,"local","snow","clouds"
"955","collision",2019-03-10,2020-06-01 21:30:00,"vyborg",2,2,0,1,"part_closed",30.349624,59.952851,"local","unknown","clouds"
"956","obstacle_hit",2019-03-10,2020-06-01 22:45:00,"kirov",1,3,0,3,"open",30.188649,59.827429,"local","wet","clouds"
"957","collision",2019-03-11,2020-06-01 00:01:00,"krasnosel",3,4,0,1,"part_closed",30.125456,59.77351,"local","unknown","clouds"
"958","hit_run",2019-03-11,2020-06-01 01:40:00,"primorsk",3,1,0,1,"open",30.230491,60.008196,"local","wet","clouds"
"959","pedestrian_hit",2019-03-11,2020-06-01 08:40:00,"frunz",1,2,0,1,"part_closed",30.409867,59.869603,"local","wet","clouds"
"960","pedestrian_hit",2019-03-11,2020-06-01 08:45:00,"kalin",1,2,0,1,"part_closed",30.401026,59.975626,"local","unknown","clouds"
"961","collision",2019-03-11,2020-06-01 10:20:00,"center",2,2,0,1,"part_closed",30.356587,59.938811,"local","snow","snow"
"962","pedestrian_hit",2019-03-11,2020-06-01 10:25:00,"center",1,2,0,1,"part_closed",30.317341,59.9365,"local","snow","clouds"
"963","pedestrian_hit",2019-03-11,2020-06-01 10:42:00,"petrograd",1,2,0,1,"open",30.308511,59.949971,"local","unknown","clouds"
"964","pedestrian_hit",2019-03-11,2020-06-01 14:50:00,"kirov",1,2,0,1,"open",30.25829,59.859557,"local","dry","clear"
"965","collision",2019-03-11,2020-06-01 18:19:00,"nevski",2,2,0,1,"part_closed",30.408525,59.911379,"local","wet","clouds"
"966","collision",2019-03-11,2020-06-01 18:30:00,"kalin",2,2,0,1,"open",30.389203,60.014958,"local","unknown","unknown"
"967","pedestrian_hit",2019-03-11,2020-06-01 18:35:00,"vyborg",1,3,0,2,"part_closed",30.32778,60.002848,"local","unknown","unknown"
"968","obstacle_hit",2019-03-11,2020-06-01 19:20:00,"frunz",1,2,0,1,"part_closed",30.364848,59.911191,"local","snow","clouds"
"969","pedestrian_hit",2019-03-11,2020-06-01 19:35:00,"primorsk",1,2,0,1,"open",30.237851,60.013274,"local","sleet","clouds"
"970","pedestrian_hit",2019-03-11,2020-06-01 21:40:00,"petrograd",1,2,0,1,"open",30.300465,59.97853,"local","dry","clear"
"971","obstacle_hit",2019-03-12,2020-06-01 07:40:00,"frunz",1,1,0,1,"part_closed",30.412581,59.864836,"local","snow","clouds"
"972","collision",2019-03-12,2020-06-01 07:40:00,"pushkin",2,2,0,1,"part_closed",30.285187,59.721186,"local","snow","clouds"
"973","obstacle_hit",2019-03-12,2020-06-01 08:10:00,"krasnogvard",3,3,0,1,"part_closed",30.407689,59.921302,"local","unknown","unknown"
"974","hit_run",2019-03-12,2020-06-01 08:20:00,"mosk",2,3,0,1,"part_closed",30.375781,59.827256,"local","wet","clouds"
"975","pedestrian_hit",2019-03-12,2020-06-01 08:35:00,"vyborg",1,2,0,1,"part_closed",30.384536,60.058672,"local","unknown","unknown"
"976","collision",2019-03-12,2020-06-01 08:57:00,"kirov",2,3,0,1,"open",30.26963,59.854822,"not_specified","snow","clouds"
"977","collision",2019-03-12,2020-06-01 09:10:00,"petrodvorts",2,5,1,3,"part_closed",29.981346,59.865806,"local","wet","snow"
"978","pedestrian_hit",2019-03-12,2020-06-01 09:40:00,"center",1,2,0,1,"part_closed",30.377777,59.941433,"local","snow","clear"
"979","collision",2019-03-12,2020-06-01 09:50:00,"petrograd",2,3,0,1,"part_closed",30.301838,59.959506,"local","snow","clear"
"980","collision",2019-03-12,2020-06-01 09:50:00,"pushkin",2,2,0,1,"open",30.421357,59.665682,"local","sleet","snow"
"981","collision",2019-03-12,2020-06-01 10:00:00,"center",3,3,0,1,"part_closed",30.347832,59.932275,"local","unknown","clear"
"982","pedestrian_hit",2019-03-12,2020-06-01 11:20:00,"vasil",1,2,0,1,"open",30.296334,59.945442,"local","wet","clouds"
"983","collision",2019-03-12,2020-06-01 11:35:00,"admiral",2,2,0,1,"open",30.308436,59.933699,"local","snow","clouds"
"984","pedestrian_hit",2019-03-12,2020-06-01 12:20:00,"nevski",1,2,0,1,"open",30.475044,59.862386,"not_specified","wet","clouds"
"985","pedestrian_hit",2019-03-12,2020-06-01 12:30:00,"primorsk",1,2,0,1,"part_closed",30.246885,60.027535,"local","wet","clouds"
"986","collision",2019-03-12,2020-06-01 16:30:00,"nevski",2,2,0,1,"part_closed",30.460818,59.869371,"local","wet","snow"
"987","pedestrian_hit",2019-03-12,2020-06-01 17:45:00,"vyborg",1,2,0,1,"part_closed",30.335248,60.052996,"local","unknown","unknown"
"988","pedestrian_hit",2019-03-12,2020-06-01 18:30:00,"primorsk",1,3,0,2,"part_closed",30.228099,60.017505,"local","snow","clouds"
"989","pedestrian_hit",2019-03-12,2020-06-01 18:35:00,"kalin",1,2,0,1,"open",30.395468,60.039726,"not_specified","snow","clouds"
"990","collision",2019-03-12,2020-06-01 19:10:00,"frunz",2,2,0,1,"part_closed",30.368207,59.883102,"local","snow","clouds"
"991","collision",2019-03-12,2020-06-01 19:15:00,"krasnosel",2,2,0,1,"part_closed",30.212821,59.859886,"local","snow","clouds"
"992","obstacle_hit",2019-03-12,2020-06-01 19:50:00,"center",1,1,0,1,"part_closed",30.389214,59.956095,"not_specified","snow","clouds"
"993","obstacle_hit",2019-03-12,2020-06-01 20:40:00,"primorsk",1,2,0,1,"open",30.262442,59.98291,"local","dirty","clouds"
"994","pedestrian_hit",2019-03-12,2020-06-01 22:00:00,"admiral",1,2,0,1,"open",30.301409,59.917451,"local","sleet","snow"
"995","pedestrian_hit",2019-03-13,2020-06-01 01:00:00,"vyborg",1,2,0,1,"open",30.321579,60.035145,"local","wet","clouds"
"996","obstacle_hit",2019-03-13,2020-06-01 07:20:00,"petrograd",1,1,0,1,"open",30.326031,59.968458,"local","wet","clear"
"997","collision",2019-03-13,2020-06-01 08:45:00,"center",2,3,0,1,"part_closed",30.380191,59.930512,"local","snow","clear"
"998","off_road",2019-03-13,2020-06-01 08:45:00,"petrograd",1,2,0,2,"open",30.329926,59.967852,"local","wet","clear"
"999","pedestrian_hit",2019-03-13,2020-06-01 08:55:00,"primorsk",1,2,0,1,"open",30.270134,59.984139,"local","unknown","clouds"
"1000","pedestrian_hit",2019-03-13,2020-06-01 15:28:00,"center",1,2,0,1,"part_closed",30.316418,59.93521,"local","unknown","clouds"
"1001","collision",2019-03-13,2020-06-01 16:30:00,"kurort",2,2,0,1,"part_closed",29.699382,60.192135,"local","wet","clouds"
"1002","pedestrian_hit",2019-03-13,2020-06-01 16:45:00,"mosk",1,2,0,1,"open",30.335891,59.840061,"local","wet","clouds"
"1003","collision",2019-03-13,2020-06-01 17:15:00,"mosk",2,3,0,1,"part_closed",30.320506,59.842756,"local","wet","clouds"
"1004","collision",2019-03-13,2020-06-01 21:30:00,"kalin",4,5,1,3,"part_closed",30.398848,60.039914,"local","unknown","unknown"
"1005","pedestrian_hit",2019-03-13,2020-06-01 21:40:00,"petrograd",1,2,0,1,"part_closed",30.298877,59.957841,"local","wet","clouds"
"1006","collision",2019-03-13,2020-06-01 23:20:00,"kirov",2,2,0,2,"part_closed",30.253569,59.858782,"local","dry","clouds"
"1007","hit_run",2019-03-14,2020-06-01 03:40:00,"kalin",3,3,0,1,"part_closed",30.415435,59.975116,"local","unknown","unknown"
"1008","pedestrian_hit",2019-03-14,2020-06-01 08:15:00,"vyborg",1,2,0,1,"open",30.332018,60.030633,"local","snow","clouds"
"1009","pedestrian_hit",2019-03-14,2020-06-01 08:53:00,"mosk",1,2,0,1,"part_closed",30.304574,59.873567,"not_specified","wet","clouds"
"1010","collision",2019-03-14,2020-06-01 09:00:00,"frunz",2,3,0,1,"part_closed",30.396574,59.838767,"local","unknown","clouds"
"1011","pedestrian_hit",2019-03-14,2020-06-01 10:23:00,"kirov",1,2,0,1,"open",30.268804,59.870982,"not_specified","dry","clear"
"1012","collision",2019-03-14,2020-06-01 11:20:00,"center",3,4,0,1,"part_closed",30.333906,59.943534,"local","wet","clouds"
"1013","collision",2019-03-14,2020-06-01 11:45:00,"kalin",2,3,0,1,"part_closed",30.395211,59.969419,"local","dry","clear"
"1014","pedestrian_hit",2019-03-14,2020-06-01 12:27:00,"center",1,2,0,1,"part_closed",30.342822,59.93343,"local","snow","unknown"
"1015","pedestrian_hit",2019-03-14,2020-06-01 13:55:00,"vyborg",1,2,0,1,"part_closed",30.293126,60.069038,"local","unknown","clouds"
"1016","passenger_fall",2019-03-14,2020-06-01 14:00:00,"krasnogvard",1,2,0,1,"open",30.436463,59.933688,"local","unknown","clear"
"1017","pedestrian_hit",2019-03-14,2020-06-01 14:30:00,"vyborg",1,2,0,1,"open",30.338659,60.041795,"local","dry","clouds"
"1018","passenger_fall",2019-03-14,2020-06-01 14:35:00,"nevski",1,2,0,1,"part_closed",30.492522,59.921485,"local","unknown","clouds"
"1019","other",2019-03-14,2020-06-01 15:30:00,"krasnogvard",1,1,0,1,"part_closed",30.41595,59.953426,"local","unknown","unknown"
"1020","passenger_fall",2019-03-14,2020-06-01 17:10:00,"kalin",1,2,0,1,"part_closed",30.393183,59.986189,"local","dry","clear"
"1021","pedestrian_hit",2019-03-14,2020-06-01 18:30:00,"kalin",1,2,0,1,"open",30.405017,60.020357,"local","wet","clouds"
"1022","obstacle_hit",2019-03-14,2020-06-01 18:40:00,"krasnosel",2,3,0,2,"part_closed",30.147042,59.802027,"federal","dry","clouds"
"1023","pedestrian_hit",2019-03-14,2020-06-01 19:20:00,"nevski",1,2,0,1,"open",30.488101,59.911917,"local","dry","clouds"
"1024","hit_run",2019-03-14,2020-06-01 20:45:00,"admiral",2,3,0,1,"part_closed",30.318028,59.915349,"local","wet","clouds"
